1.889932073742132124e-01,8.170309358343118555e-01,1.893059858369934290e-01
1.099493732260149459e-01,7.920423416142090556e-01,5.728996635239729240e-01
2.648222719479484955e-01,1.822649559516505979e-01,9.914929747131406845e-02
6.736200858773669919e-01,7.100091708465705587e-02,1.593559916483333616e-01
2.469155479329984137e-01,6.513542759787599445e-01,7.913810026770126127e-01
2.404883623191272912e-01,9.113123042144686270e-01,7.342578575696877552e-01
4.636875540867819723e-01,7.058121657304391450e-01,5.614928757681925120e-01
3.975111685166057285e-01,1.383302490943907337e-01,2.393312530108283598e-01
5.722067590647477164e-01,1.496811634806849423e-01,8.812558867686921538e-01
4.217009880553415080e-01,3.999333808665447298e-01,8.906888128605255917e-01
3.817476267933892498e-01,7.081535665975811078e-01,7.244955029802394586e-01
8.815530543524267015e-01,6.678826249009817140e-01,9.841981151387362292e-01
6.239364106497593543e-01,4.273206983828148342e-01,7.165359604051674269e-01
4.487598794847063033e-01,7.571368090475480983e-01,9.443289984132072767e-01
6.535072366448836378e-01,1.374227198081311441e-01,2.896721373935158272e-01
5.310775782848372595e-01,2.524872649458553830e-01,5.977890244487233939e-01
4.025063237076725864e-01,8.602934801730518499e-01,6.651766209473606306e-01
5.242713653808940277e-01,7.858716020808061975e-01,1.183137375179924566e-01
9.029252029733038087e-01,2.440084615231005172e-01,4.959365168425564629e-01
1.605482435164884425e-01,7.561145446688065652e-01,9.132294285751674234e-02
6.017428817517433970e-05,7.329704599889075300e-02,5.359319615114707114e-01
2.764515440286052783e-02,6.043475377429480266e-01,9.977413423411649607e-01
3.827824404692814486e-02,8.631619095222399229e-01,6.072072322627076746e-01
8.100070125688436651e-01,2.788945906186767187e-01,9.598894653407782362e-01
1.763880034055427259e-01,1.188707862858728870e-02,6.743999200733679089e-01
